code,theta,conductivity
1120,0.21,1.601
1120,0.199,0.8424
1120,0.188,0.3456
1120,0.179,0.1879
1120,0.173,0.1054
1120,0.165,0.08472
1121,0.292,36.24
1121,0.283,67.44
1121,0.278,9.72
1121,0.268,6.984
1121,0.258,5.136
1121,0.251,18.55
1121,0.25,4.032
1121,0.245,1.536
1121,0.242,1.464
1121,0.238,6.408
1121,0.227,2.4
1121,0.218,1.2
1121,0.214,0.444
1121,0.21,0.2736
1122,0.309,93.6
1122,0.307,64.08
1122,0.301,24.48
1122,0.297,7.2
1122,0.296,2.534
1122,0.295,0.9288
1123,0.325,70.08
1123,0.323,40.32
1123,0.317,27.6
1123,0.315,9.072
1123,0.314,0.8653
1123,0.313,0.1654
1130,0.373,15.5
1130,0.355,5.448
1130,0.341,3.912
1130,0.328,1.747
1130,0.318,0.2664
1130,0.307,0.1361
1130,0.297,0.1229
1130,0.29,0.1001
1130,0.282,0.04728
1130,0.276,0.02496
1130,0.27,0.01992
1131,0.289,20.9
1131,0.282,7.992
1131,0.274,6.456
1131,0.264,3.912
1131,0.257,2.153
1131,0.237,1.085
1131,0.223,0.4704
1131,0.206,0.211
1131,0.211,0.1807
1131,0.208,1.442
1131,0.202,0.09504
1131,0.192,0.04608
1132,0.369,8.28
1132,0.368,7.584
1132,0.363,5.4
1132,0.354,4.08
1132,0.343,2.424
1132,0.327,0.8688
1132,0.322,0.3096
1132,0.319,0.2472
1132,0.316,0.1884
1132,0.312,0.1294
1132,0.305,0.08088
1133,0.384,7.848
1133,0.383,5.904
1133,0.381,4.632
1133,0.378,2.952
1133,0.372,1.066
1133,0.369,0.3984
1133,0.367,0.3048
1133,0.365,0.2275
1133,0.363,0.162
1133,0.358,0.1042
1134,0.407,5.904
1134,0.405,1.121
1134,0.404,0.4344
1134,0.403,0.3144
1134,0.402,0.1986
1134,0.397,0.1205
1135,0.416,4.632
1135,0.414,0.1262
1140,0.332,2.544
1140,0.3,3.36
1140,0.259,1.795
1140,0.223,0.5736
1140,0.196,0.372
1140,0.171,0.2042
1140,0.15,0.1054
1140,0.138,0.02952
1140,0.131,0.02616
1140,0.124,0.01862
1140,0.123,0.0149
1140,0.118,0.01188
1141,0.28,2.76
1141,0.276,3.576
1141,0.267,2.057
1141,0.247,0.7728
1141,0.223,0.5184
1141,0.197,0.2976
1141,0.171,0.1582
1141,0.155,0.04728
1141,0.147,0.03696
1141,0.142,0.0264
1141,0.141,0.02062
1141,0.137,0.01615
1142,0.233,3.504
1142,0.232,3.328
1142,0.231,1.02
1142,0.228,0.7176
1142,0.221,0.4992
1142,0.205,0.3024
1142,0.186,0.1022
1142,0.171,0.06528
1142,0.162,0.04032
1142,0.163,0.0372
1142,0.157,0.02357
1143,0.253,8.049
1143,0.252,5.16
1143,0.249,2.136
1143,0.244,1.519
1143,0.237,0.8928
1143,0.229,0.4752
1143,0.221,0.1752
1143,0.214,0.07829
1143,0.208,0.06816
1143,0.205,0.03432
1150,0.218,3.312
1150,0.211,1.848
1150,0.207,0.3456
1150,0.201,0.3408
1150,0.195,0.1342
1150,0.193,0.2381
1150,0.189,0.2928
1150,0.187,0.2808
1150,0.181,0.3192
1150,0.176,0.348
1150,0.173,0.2592
1150,0.171,0.1522
1150,0.169,0.2496
1150,0.165,0.05112
1151,0.221,1.118
1151,0.214,0.7776
1151,0.207,0.4152
1151,0.197,0.3072
1151,0.188,0.2736
1151,0.184,0.185
1151,0.182,0.1961
1151,0.18,0.1622
1151,0.173,0.1342
1151,0.168,0.1481
1151,0.167,0.1342
1151,0.162,0.1411
1151,0.16,0.1351
1151,0.157,0.07104
1151,0.162,0.09408
1152,0.281,2.189
1152,0.277,1.836
1152,0.274,1.205
1152,0.269,1.006
1152,0.264,1.205
1152,0.262,1.123
1152,0.259,1.104
1152,0.257,1.039
1152,0.254,0.5448
1152,0.25,0.5232
1152,0.249,0.3576
1152,0.247,0.6288
1152,0.246,0.3
1152,0.245,0.2965
1152,0.244,0.2222
1160,0.366,194.6
1160,0.32,140.6
1160,0.295,152.2
1160,0.277,33.84
1160,0.265,26.4
1160,0.253,55.44
1160,0.242,12.55
1160,0.234,0.85
1160,0.227,0.1495
1160,0.222,0.101
1160,0.218,0.0269
1160,0.212,0.0239
1160,0.206,0.023
1160,0.202,0.047
1160,0.195,0.0408
1160,0.187,0.108
1160,0.179,0.0602
1160,0.169,0.0132
1161,0.276,58.56
1161,0.274,38.16
1161,0.267,16.13
1161,0.257,9.7
1161,0.249,3.216
1161,0.242,0.881
1161,0.238,0.384
1161,0.234,0.17
1161,0.23,0.0658
1161,0.228,0.0557
1161,0.224,0.0599
1161,0.221,0.01934
1161,0.218,0.01512
1161,0.214,0.01296
1161,0.211,0.00782
1161,0.208,0.00991
1161,0.202,0.00746
1162,0.407,7.56
1162,0.401,1.322
1162,0.396,0.5208
1162,0.392,0.1764
1162,0.389,0.1121
1162,0.386,0.07032
1162,0.381,0.0336
1162,0.379,0.0252
1162,0.376,0.0252
1162,0.373,0.01315
1162,0.37,0.01637
1162,0.367,0.01061
1163,0.406,1.102
1163,0.402,0.5616
1163,0.393,0.2496
1163,0.384,0.1222
1163,0.375,0.0756
1163,0.368,0.0408
1163,0.364,0.0288
1163,0.36,0.03192
1163,0.356,0.01637
1163,0.353,0.02126
1163,0.348,0.01406
1164,0.366,0.3312
1164,0.365,0.2179
1164,0.363,0.2052
1164,0.36,0.1013
1164,0.356,0.06432
1164,0.35,0.03816
1164,0.346,0.02424
1164,0.341,0.02592
1164,0.336,0.01378
1164,0.332,0.0197
1164,0.328,0.01618
1165,0.346,0.3
1165,0.344,0.2424
1165,0.341,0.2383
1165,0.338,0.1296
1165,0.333,0.09024
1165,0.326,0.06024
1165,0.328,0.03768
1165,0.322,0.03768
1165,0.315,0.04224
1165,0.309,0.02124
1165,0.304,0.03144
1165,0.296,0.02784
1166,0.362,0.3048
1166,0.359,0.3288
1166,0.357,0.3096
1166,0.353,0.312
1166,0.351,0.4344
1166,0.348,0.1846
1166,0.341,0.3912
1166,0.34,0.1385
1166,0.333,0.2448
1166,0.33,0.1003
1166,0.324,0.06288
1166,0.32,0.1906
1166,0.318,0.07248
1166,0.312,0.03336
1166,0.309,0.05064
1166,0.306,0.04512
1166,0.305,0.143
1166,0.296,0.08856
1166,0.287,0.1013
1166,0.28,0.04272
1166,0.277,0.06432
1166,0.276,0.054
1170,0.366,0.3696
1170,0.346,0.84
1170,0.327,0.0768
1170,0.316,0.1202
1170,0.304,0.01579
1170,0.302,0.00161
1170,0.292,0.00797
1170,0.281,0.0067
1170,0.275,0.00919
1171,0.369,9.0
1171,0.343,3.072
1171,0.327,0.4248
1171,0.318,0.2808
1171,0.312,0.04128
1171,0.309,0.0157
1171,0.305,0.1001
1171,0.301,0.0137
1171,0.298,0.0109
1172,0.5,3.765
1172,0.495,1.063
1172,0.484,0.3936
1172,0.48,5.736
1172,0.473,0.1099
1172,0.467,0.0396
1172,0.464,0.1301
1172,0.461,0.02179
1172,0.457,0.09816
1172,0.456,0.0169
1172,0.429,0.4488
1172,0.423,0.07896
1172,0.418,0.02712
1172,0.414,0.1066
1172,0.412,0.01531
1172,0.409,0.01301
1173,0.495,2.68
1173,0.469,2.712
1173,0.458,0.5784
1173,0.455,0.132
1173,0.452,0.042
1173,0.449,0.119
1173,0.443,0.03696
1173,0.435,0.04104
1174,0.474,3.881
1174,0.465,0.9192
1174,0.454,0.1951
1174,0.447,0.05808
1174,0.443,0.12
1174,0.439,0.04512
1174,0.434,0.04704
1180,0.418,3.648
1180,0.387,0.1522
1180,0.381,0.2976
1180,0.373,0.0672
1180,0.37,0.1097
1180,0.364,0.03384
1180,0.358,0.02664
1180,0.353,0.02268
1180,0.349,0.02028
1180,0.345,0.01874
1180,0.34,0.01735
1181,0.496,8.328
1181,0.476,2.784
1181,0.45,1.639
1181,0.437,0.3216
1181,0.431,0.492
1181,0.426,0.113
1181,0.423,0.144
1181,0.419,0.04176
1181,0.415,0.036
1181,0.412,0.04032
1181,0.409,0.05496
1181,0.406,0.09984
1181,0.4,0.00758
1182,0.5,3.192
1182,0.493,2.311
1182,0.48,0.9792
1182,0.468,0.7728
1182,0.459,0.3192
1182,0.454,0.2712
1182,0.45,0.07344
1182,0.447,0.05304
1182,0.446,0.04344
1182,0.444,0.0372
1182,0.443,0.03288
1182,0.44,0.02424
1182,0.439,0.0216
1182,0.436,0.00506
1183,0.481,1.769
1183,0.474,1.632
1183,0.467,0.828
1183,0.462,0.6144
1183,0.457,0.24
1183,0.454,0.0768
1183,0.451,0.05496
1183,0.449,0.0444
1183,0.447,0.03768
1183,0.446,0.03312
1183,0.444,0.01258
1183,0.439,0.1954
1184,0.422,2.712
1184,0.419,0.5898
1184,0.421,0.7992
1184,0.416,0.3936
1184,0.413,0.1469
1184,0.409,0.0912
1184,0.408,0.06984
1184,0.407,0.05976
1184,0.403,0.04752
1184,0.401,0.04656
1184,0.396,0.0468
1184,0.395,0.036
1190,0.413,1.33
1190,0.383,0.3073
1190,0.369,0.1566
1190,0.361,0.104
1190,0.355,0.07742
1190,0.351,0.06312
1190,0.347,0.05242
1190,0.343,0.04462
1190,0.339,0.03667
1190,0.336,0.0312
1190,0.334,0.02837
1190,0.332,0.02606
1190,0.331,0.02405
1190,0.329,0.02258
1190,0.328,0.02107
1190,0.326,0.01966
1190,0.325,0.01843
1190,0.324,0.0174
1190,0.323,0.01646
1190,0.322,0.0155
1190,0.32,0.01454
1190,0.319,0.01354
1190,0.317,0.01265
1190,0.316,0.01171
1190,0.314,0.01087
1190,0.313,0.01015
1190,0.311,0.00953
1190,0.31,0.00893
1190,0.309,0.00842
1190,0.308,0.00804
1190,0.307,0.00763
1190,0.306,0.00727
1190,0.305,0.00696
1190,0.304,0.00665
1190,0.303,0.00636
1190,0.302,0.00612
1190,0.301,0.00577
1190,0.3,0.00547
1190,0.299,0.0052
1190,0.298,0.00492
1190,0.297,0.0047
1190,0.296,0.00445
1190,0.295,0.00425
1190,0.294,0.00409
1190,0.293,0.00389
1190,0.292,0.00371
1190,0.291,0.00353
1190,0.29,0.00337
1190,0.289,0.00321
1190,0.288,0.00305
1190,0.287,0.00289
1190,0.286,0.00278
1190,0.285,0.00266
1190,0.284,0.0025
1190,0.283,0.0024
1190,0.282,0.00228
1191,,
1192,0.352,12.88
1192,0.344,2.354
1192,0.34,1.237
1192,0.338,0.8212
1192,0.336,0.5932
1192,0.335,0.4984
1192,0.334,0.39
1192,0.333,0.332
1192,0.332,0.3485
1192,0.331,0.3214
1192,0.33,0.1853
1192,0.329,0.1451
1192,0.328,0.1309
1192,0.327,0.1208
1192,0.326,0.1298
1192,0.325,0.09455
1192,0.324,0.08525
1192,0.323,0.07221
1192,0.322,0.08327
1192,0.321,0.09051
1192,0.32,0.05999
1192,0.319,0.09032
1192,0.318,0.1027
1192,0.317,0.06157
1193,0.334,6.469
1193,0.328,1.853
1193,0.325,0.9608
1193,0.323,0.627
1193,0.322,0.5518
1193,0.321,0.5367
1193,0.32,0.3751
1193,0.319,0.3119
1193,0.318,0.2533
1193,0.317,0.1905
1193,0.316,0.15
1193,0.315,0.1076
1193,0.314,0.1015
1193,0.313,0.08611
1193,0.312,0.06542
1193,0.311,0.05639
1193,0.31,0.04453
1193,0.309,0.03883
1193,0.308,0.03058
1193,0.307,0.02167
1194,0.324,8.465
1194,0.32,2.273
1194,0.318,1.241
1194,0.317,0.8156
1194,0.316,0.5571
1194,0.315,0.3803
1194,0.314,0.228
1194,0.313,0.1669
1194,0.312,0.1154
1194,0.311,0.0684
1194,0.31,0.04641
1194,0.309,0.03373
1194,0.308,0.02333
1194,0.307,0.01766
1200,0.326,0.0251
1200,0.325,0.02081
1200,0.324,0.1087
1200,0.322,0.1219
1200,0.321,0.06542
1200,0.317,0.06617
1200,0.315,0.0241
1200,0.314,0.01687
1200,0.312,0.021
1200,0.309,0.02045
1200,0.306,0.02364
1200,0.303,0.02052
1200,0.3,0.01298
1200,0.297,0.01085
1200,0.294,0.01128
1200,0.29,0.009
1200,0.288,0.00535
1200,0.285,0.00384
1200,0.283,0.00336
1200,0.282,0.00442
1200,0.28,0.00374
1200,0.278,0.106
1201,0.357,1.064
1201,0.354,1.236
1201,0.351,0.7836
1201,0.349,0.4802
1201,0.348,1.188
1201,0.346,0.7037
1201,0.341,0.5503
1201,0.34,0.695
1201,0.338,0.3718
1201,0.337,0.3497
1201,0.336,0.5578
1201,0.333,0.5623
1201,0.332,0.6405
1201,0.33,0.6154
1201,0.327,0.7909
1201,0.324,1.719
1201,0.323,0.4626
1201,0.32,0.4984
1201,0.319,0.3735
1201,0.317,0.2348
1201,0.315,0.5002
1201,0.314,0.2089
1201,0.312,0.2922
1201,0.311,0.09766
1202,0.312,0.2964
1202,0.309,0.598
1202,0.304,1.037
1202,0.302,1.089
1202,0.3,0.5321
1202,0.299,0.2665
1202,0.298,0.2113
1202,0.297,0.1531
1202,0.296,0.2481
1202,0.295,0.1678
1202,0.293,0.09756
1202,0.291,0.09199
1202,0.29,0.09245
1202,0.289,0.09158
1202,0.288,0.0629
1202,0.286,0.04358
1202,0.284,0.04054
1202,0.282,0.03384
1202,0.281,0.01415
1202,0.28,0.0199
1202,0.277,0.0252
1202,0.275,0.01675
1203,0.287,0.9447
1203,0.285,1.288
1203,0.281,2.102
1203,0.277,2.915
1203,0.274,2.624
1203,0.272,1.273
1203,0.271,0.6672
1203,0.27,0.7907
1203,0.269,0.3343
1203,0.268,0.3524
1203,0.267,0.5362
1203,0.266,0.4119
1203,0.264,0.3318
1203,0.263,0.2141
1203,0.262,0.1522
1203,0.261,0.1619
1203,0.26,0.1593
1203,0.258,0.1646
1203,0.256,0.126
1203,0.254,0.09338
1203,0.253,0.09782
1203,0.252,0.08578
1203,0.251,0.04471
1203,0.25,0.03038
1203,0.249,0.03281
1203,0.248,0.05815
1203,0.245,0.07726
1203,0.244,0.04519
1204,0.278,1.923
1204,0.276,2.845
1204,0.272,4.705
1204,0.267,5.713
1204,0.263,4.53
1204,0.261,2.227
1204,0.26,1.178
1204,0.259,1.326
1204,0.257,0.9609
1204,0.256,0.45
1204,0.255,0.6783
1204,0.253,0.8543
1204,0.252,0.6578
1204,0.25,0.5582
1204,0.248,0.359
1204,0.247,0.2618
1204,0.246,0.2677
1204,0.245,0.2609
1204,0.244,0.2736
1204,0.241,0.2197
1204,0.238,0.1031
1204,0.237,0.06541
1204,0.236,0.1338
1204,0.234,0.03946
1204,0.232,0.04102
1204,0.231,0.06835
1204,0.23,0.08882
1204,0.228,0.04742
1210,0.371,1.767
1210,0.364,0.6798
1210,0.359,0.3682
1210,0.355,0.2455
1210,0.353,0.1841
1210,0.347,0.09278
1210,0.343,0.05146
1210,0.339,0.03228
1210,0.335,0.0217
1210,0.333,0.01654
1210,0.331,0.0132
1210,0.33,0.01092
1210,0.329,0.00929
1210,0.327,0.00749
1210,0.325,0.00629
1210,0.324,0.0054
1210,0.323,0.00475
1210,0.322,0.00421
1210,0.321,0.00358
1210,0.32,0.00329
1210,0.319,0.00305
1210,0.318,0.00264
1210,0.317,0.00228
1210,0.316,0.00202
1210,0.315,0.0018
1211,0.296,7.768
1211,0.287,3.952
1211,0.282,2.413
1211,0.278,2.359
1211,0.276,1.561
1211,0.27,0.76
1211,0.264,0.488
1211,0.26,0.6465
1211,0.257,0.1596
1211,0.254,0.1157
1211,0.252,0.09806
1211,0.251,0.09163
1211,0.249,0.07776
1211,0.247,0.1763
1211,0.246,0.04826
1211,0.245,0.04229
1211,0.243,0.03672
1212,0.293,14.32
1212,0.283,7.047
1212,0.276,4.554
1212,0.272,2.908
1212,0.269,2.145
1212,0.261,1.308
1212,0.255,0.8243
1212,0.25,0.4842
1212,0.246,0.3476
1212,0.243,0.3236
1212,0.241,0.2953
1212,0.239,0.2657
1212,0.237,0.2076
1212,0.235,0.1822
1212,0.233,0.1479
1212,0.231,0.1057
1212,0.23,0.1014
1212,0.229,0.08654
1212,0.228,0.08988
1212,0.227,0.1439
1212,0.226,0.1934
1212,0.225,0.331
1212,0.223,0.4656
1212,0.222,1.073
1213,0.331,21.78
1213,0.325,9.38
1213,0.32,5.503
1213,0.317,3.808
1213,0.315,2.836
1213,0.31,1.346
1213,0.306,0.815
1213,0.303,0.6153
1213,0.3,0.3726
1213,0.298,0.3047
1213,0.297,0.4065
1213,0.295,0.3152
1213,0.294,0.2244
1213,0.292,0.2107
1213,0.291,0.1539
1213,0.29,0.1135
1213,0.289,0.09857
1220,0.498,124.6
1220,0.492,39.84
1220,0.483,26.16
1220,0.477,10.87
1220,0.467,5.136
1220,0.46,2.544
1220,0.447,0.7008
1220,0.434,0.21
1220,0.422,0.06
1220,0.384,0.00171
1221,0.512,96.96
1221,0.505,24.72
1221,0.497,8.064
1221,0.491,2.952
1221,0.484,0.9888
1221,0.478,0.3696
1221,0.47,0.1102
1221,0.462,0.03312
1221,0.453,0.00814
1221,0.442,0.00134
1222,0.525,188.9
1222,0.517,48.0
1222,0.512,249.6
1222,0.51,15.67
1222,0.503,7.968
1222,0.501,61.92
1222,0.495,2.568
1222,0.49,21.74
1222,0.487,0.7152
1222,0.482,12.12
1222,0.479,0.2592
1222,0.471,0.07824
1222,0.464,2.201
1222,0.461,0.01927
1222,0.447,0.42
1222,0.446,0.00259
1222,0.433,0.103
1222,0.422,0.03792
1222,0.412,0.01387
1222,0.397,0.00341
1223,0.544,280.8
1223,0.54,71.04
1223,0.538,376.8
1223,0.536,23.28
1223,0.535,121.4
1223,0.531,8.448
1223,0.53,79.92
1223,0.527,2.832
1223,0.52,24.96
1223,0.519,1.294
1223,0.504,0.3168
1223,0.501,4.44
1223,0.492,0.09624
1223,0.488,1.274
1223,0.478,0.02364
1223,0.475,0.3816
1223,0.464,0.01265
1223,0.451,0.042
1223,0.432,0.00691
1224,0.548,458.4
1224,0.544,280.8
1224,0.54,107.0
1224,0.536,23.28
1224,0.532,537.6
1224,0.531,8.448
1224,0.53,54.0
1224,0.527,2.832
1224,0.524,133.9
1224,0.52,26.4
1224,0.519,1.294
1224,0.514,61.92
1224,0.509,8.592
1224,0.504,0.3168
1224,0.503,24.72
1224,0.495,2.856
1224,0.492,0.09624
1224,0.487,6.96
1224,0.481,0.6888
1224,0.478,0.02364
1224,0.476,883.2
1224,0.472,1.999
1224,0.467,0.1714
1224,0.466,285.6
1224,0.464,0.00574
1224,0.456,0.07519
1224,0.455,0.05136
1224,0.45,167.3
1224,0.442,0.1814
1224,0.441,0.01272
1224,0.436,56.16
1224,0.424,0.04416
1224,0.42,17.98
1224,0.407,0.01082
1224,0.405,6.384
1224,0.394,2.88
1224,0.371,0.5712
1224,0.346,0.09432
1224,0.321,0.1553
1225,0.465,1109.0
1225,0.458,357.6
1225,0.447,207.6
1225,0.438,84.0
1225,0.427,28.08
1225,0.409,5.087
1225,0.392,2.033
1225,0.371,0.6288
1225,0.341,0.1282
1225,0.306,0.02122
1225,0.51,194.0
1225,0.505,420.0
1225,0.497,120.4
1225,0.488,64.32
1225,0.477,8.006
1225,0.461,5.688
1225,0.439,1.915
1225,0.41,0.6144
1225,0.364,0.1303
1225,0.321,0.0324
1225,0.539,497.2
1225,0.536,365.9
1225,0.519,145.0
1225,0.498,61.44
1225,0.483,27.36
1225,0.454,11.82
1225,0.421,2.073
1225,0.388,0.877
1225,0.346,0.1699
1225,0.302,0.04224
1225,0.515,1193.0
1225,0.507,520.8
1225,0.485,137.5
1225,0.466,49.68
1225,0.45,16.7
1225,0.431,5.88
1225,0.412,1.759
1225,0.393,0.05208
1225,0.372,0.1279
1225,0.347,0.02616
1225,0.513,1454.0
1225,0.48,173.0
1225,0.463,83.52
1225,0.444,26.88
1225,0.426,10.8
1225,0.361,0.2321
1225,0.326,0.03168
1230,0.317,8.208
1230,0.28,4.224
1230,0.276,0.4392
1230,0.269,0.1968
1230,0.259,0.1061
1230,0.255,0.828
1230,0.248,0.06336
1230,0.24,0.2568
1230,0.233,0.03624
1230,0.229,0.1229
1230,0.221,0.02398
1230,0.219,0.0684
1230,0.209,0.0384
1230,0.205,0.01296
1230,0.199,0.02424
1230,0.195,0.00881
1230,0.186,0.01339
1230,0.179,0.00478
1230,0.17,0.00643
1230,0.159,0.0043
1231,0.359,26.64
1231,0.335,12.77
1231,0.308,2.234
1231,0.306,1.526
1231,0.298,0.6096
1231,0.289,0.6288
1231,0.288,0.2616
1231,0.28,0.1457
1231,0.271,0.1358
1231,0.268,0.08736
1231,0.261,0.06189
1231,0.259,0.06072
1231,0.252,0.04224
1231,0.244,0.03624
1231,0.24,0.03
1231,0.231,0.02496
1231,0.23,0.02472
1231,0.22,0.01999
1231,0.214,0.1613
1231,0.211,0.01694
1232,0.388,17.59
1232,0.382,36.72
1232,0.359,2.784
1232,0.35,1.255
1232,0.335,0.4608
1232,0.325,1.051
1232,0.32,1.164
1232,0.312,0.3006
1232,0.305,0.264
1232,0.303,0.0492
1232,0.297,0.1315
1232,0.295,0.0408
1232,0.287,0.08784
1232,0.278,0.03192
1232,0.274,0.05448
1232,0.26,0.02544
1232,0.257,0.03408
1232,0.238,0.02256
1233,0.401,22.7
1233,0.373,3.528
1233,0.372,48.72
1233,0.361,1.61
1233,0.349,0.6912
1233,0.343,0.3144
1233,0.337,0.1678
1233,0.328,0.1078
1233,0.318,0.0864
1233,0.312,2.592
1233,0.306,0.9816
1233,0.299,0.4536
1233,0.292,0.05904
1233,0.291,0.2568
1233,0.281,0.1565
1233,0.272,0.1164
1233,0.261,0.08496
1233,0.246,0.03768
1233,0.239,0.04944
1233,0.212,0.03048
1234,0.423,41.52
1234,0.398,6.36
1234,0.389,102.7
1234,0.388,2.88
1234,0.38,1.33
1234,0.374,0.6072
1234,0.37,0.3072
1234,0.36,0.1937
1234,0.343,0.1224
1234,0.326,0.09744
1234,0.322,6.624
1234,0.314,3.456
1234,0.306,1.618
1234,0.305,0.07272
1234,0.299,0.708
1234,0.293,0.3624
1234,0.284,0.2448
1234,0.268,0.1558
1234,0.253,0.1186
1234,0.217,0.07032
1235,0.431,50.88
1235,0.414,139.0
1235,0.413,7.44
1235,0.407,3.312
1235,0.403,1.548
1235,0.399,0.7272
1235,0.395,0.3672
1235,0.389,0.198
1235,0.386,0.1454
1235,0.382,0.102
1235,0.379,0.07512
1235,0.331,5.736
1235,0.318,2.616
1235,0.31,1.572
1235,0.302,0.7128
1235,0.297,0.4224
1235,0.276,0.1346
1235,0.261,0.08208
1236,0.455,165.6
1236,0.413,56.16
1236,0.403,11.75
1236,0.398,3.792
1236,0.393,1.891
1236,0.386,2.975
1236,0.377,0.4656
1236,0.367,1.012
1236,0.361,0.1714
1236,0.358,0.1212
1236,0.357,0.0732
1236,0.352,1.805
1236,0.342,0.7128
1236,0.334,0.3624
1236,0.329,0.2472
1236,0.325,0.1445
1236,0.324,0.07776
1237,0.468,177.1
1237,0.439,22.68
1237,0.42,13.51
1237,0.396,6.216
1237,0.382,14.02
1237,0.379,8.688
1237,0.376,4.104
1237,0.375,1.884
1237,0.373,2.148
1237,0.37,0.768
1237,0.368,0.384
1237,0.365,1.034
1237,0.364,0.2158
1237,0.354,0.5304
1237,0.352,0.08424
1237,0.342,0.2808
1237,0.333,0.1397
1237,0.332,0.09864
1237,0.331,0.06936
1240,0.216,278.2
1240,0.195,123.6
1240,0.185,148.6
1240,0.177,64.54
1240,0.171,79.23
1240,0.164,39.4
1240,0.155,25.23
1240,0.152,41.21
1240,0.142,18.44
1240,0.138,11.81
1240,0.132,6.316
1240,0.129,8.467
1240,0.124,4.115
1240,0.12,2.786
1240,0.111,2.125
1240,0.11,1.444
1240,0.105,0.2229
1240,0.103,1.175
1240,0.101,0.08441
1240,0.1,0.05167
1240,0.098,0.2376
1240,0.096,0.01195
1240,0.093,0.09418
1240,0.09,0.02446
1240,0.088,0.0216
1241,0.303,566.8
1241,0.302,566.8
1241,0.298,566.8
1241,0.297,1745.0
1241,0.293,1581.0
1241,0.252,941.8
1241,0.251,620.4
1241,0.223,422.5
1241,0.222,360.3
1241,0.218,340.4
1241,0.209,254.9
1241,0.202,234.1
1241,0.199,159.8
1241,0.196,188.4
1241,0.195,184.0
1241,0.191,146.9
1241,0.189,136.5
1241,0.188,93.31
1241,0.182,114.9
1241,0.18,91.58
1241,0.179,72.6
1241,0.172,59.79
1241,0.169,49.16
1241,0.168,44.58
1241,0.167,53.48
1241,0.164,35.16
1241,0.163,30.5
1241,0.162,38.62
1241,0.161,33.52
1241,0.159,28.77
1241,0.156,19.7
1241,0.152,23.89
1241,0.151,16.76
1241,0.149,14.08
1241,0.148,10.37
1241,0.147,15.14
1241,0.141,9.85
1241,0.139,6.869
1241,0.138,6.731
1241,0.138,8.148
1241,0.137,8.309
1241,0.136,8.096
1241,0.133,4.173
1241,0.131,5.391
1241,0.129,4.044
1241,0.128,2.765
1241,0.127,3.862
1241,0.124,1.382
1241,0.123,2.393
1241,0.119,1.59
1241,0.117,0.7329
1241,0.116,0.6754
1241,0.113,0.2686
1241,0.111,0.1987
1241,0.11,0.185
1241,0.109,0.09331
1241,0.107,0.05272
1241,0.106,0.09104
1241,0.105,0.04156
1241,0.104,0.01607
1241,0.102,0.1149
1241,0.101,0.06765
1241,0.099,0.02177
1241,0.093,0.00924
1260,0.389,31.36
1260,0.378,9.504
1260,0.369,11.75
1260,0.36,6.549
1260,0.35,10.71
1260,0.335,6.299
1260,0.289,2.411
1260,0.243,0.9763
1260,0.211,0.3741
1260,0.174,0.1469
1260,0.158,0.07353
1261,0.394,66.01
1261,0.39,32.49
1261,0.386,32.66
1261,0.387,17.02
1261,0.384,37.07
1261,0.378,21.6
1261,0.344,14.6
1261,0.305,6.739
1261,0.264,2.117
1261,0.217,0.4631
1261,0.193,0.1443
1270,,
1280,,
1281,,
1282,,
1290,,
1300,,
1301,,
1310,,
1320,,
1330,,
1331,,
1340,,
1341,,
1342,,
1350,,
1351,,
1352,,
1360,,
1361,,
1362,,
1370,,
1371,,
1372,,
1380,,
1381,,
1382,,
1383,,
1390,,
1391,,
1392,,
1400,,
1410,,
1420,,
1430,,
1440,,
1450,,
1460,,
1461,,
1462,,
1463,,
1464,,
1465,,
1466,,
1467,,
1480,,
1481,,
1482,,
1490,,
2000,,
2001,,
2002,,
2010,,
2011,,
2012,,
2020,0.684,2.29
2020,0.677,4.8
2020,0.666,2.39
2020,0.655,1.54
2020,0.633,0.96
2020,0.622,0.59
2020,0.614,0.34
2020,0.612,0.2
2020,0.608,0.16
2020,0.603,0.18
2020,0.598,0.07
2020,0.595,0.17
2020,0.593,0.15
2020,0.59,0.18
2020,0.589,0.15
2021,0.708,3.3
2021,0.695,4.37
2021,0.677,3.77
2021,0.668,2.55
2021,0.664,1.33
2021,0.661,0.87
2021,0.657,0.79
2021,0.653,0.57
2021,0.652,0.58
2021,0.65,0.88
2021,0.649,1.18
2022,0.671,1.33
2022,0.668,0.4171
2022,0.665,0.27
2022,0.666,0.2958
2022,0.664,0.35
2022,0.662,0.3294
2030,0.52,9.0
2030,0.515,10.15
2030,0.509,16.7
2030,0.51,13.77
2030,0.506,11.0
2030,0.499,8.395
2030,0.496,8.035
2030,0.435,0.6394
2030,0.423,0.3125
2030,0.415,1.089
2030,0.405,0.02059
2030,0.4,0.3715
2031,0.546,18.14
2031,0.542,16.7
2031,0.536,16.42
2031,0.535,16.13
2031,0.476,1.685
2031,0.461,1.064
2031,0.451,0.7733
2031,0.443,0.301
2031,0.437,1.09
2032,0.547,17.86
2032,0.539,16.85
2032,0.484,2.578
2032,0.469,1.93
2032,0.459,1.263
2032,0.451,0.7013
2032,0.443,1.322
2040,0.57,18.72
2040,0.566,21.46
2040,0.562,21.6
2040,0.559,14.13
2040,0.556,11.33
2040,0.551,10.71
2040,0.548,11.1
